date,home_team,away_team,home_team_score,away_team_score,country,neutral_location,shoot_out,home_team_result,home_team_mean_defense_score,home_team_mean_offense_score,away_team_mean_defense_score,away_team_mean_offense_score
6/22/2018,Brazil,Costa Rica,2.00,0.00,Russia,True,No,Win,86.80,87.00,74.50,71.00
6/22/2018,Nigeria,Iceland,2.00,0.00,Russia,True,No,Win,74.20,75.30,70.80,74.00
6/22/2018,Serbia,Switzerland,1.00,2.00,Russia,True,No,Lose,80.00,74.70,79.00,75.00
6/23/2018,Belgium,Tunisia,5.00,2.00,Russia,True,No,Win,83.50,87.30,74.00,71.70
6/23/2018,Korea Republic,Mexico,1.00,2.00,Russia,True,No,Lose,73.50,74.00,77.80,81.00
6/23/2018,Germany,Sweden,2.00,1.00,Russia,True,No,Win,85.80,82.00,78.50,82.00
6/24/2018,England,Panama,6.00,1.00,Russia,True,No,Win,82.80,83.30,68.00,66.00
6/24/2018,Japan,Senegal,2.00,2.00,Russia,True,No,Draw,75.20,76.70,79.50,80.70
6/24/2018,Poland,Colombia,0.00,3.00,Russia,True,No,Lose,79.20,82.70,78.80,82.00
6/25/2018,Russia,Uruguay,0.00,3.00,Russia,False,No,Lose,78.50,79.70,82.50,85.30
6/25/2018,Saudi Arabia,Egypt,2.00,1.00,Russia,True,No,Win,74.20,71.00,71.50,74.30
6/25/2018,Spain,Morocco,2.00,2.00,Russia,True,No,Draw,86.80,84.70,76.50,75.30
6/25/2018,IR Iran,Portugal,1.00,1.00,Russia,True,No,Draw,,75.00,82.00,85.00
6/26/2018,Australia,Peru,0.00,2.00,Russia,True,No,Lose,72.20,73.00,73.20,
6/26/2018,Denmark,France,0.00,0.00,Russia,True,No,Draw,79.50,77.30,84.00,86.30
6/26/2018,Nigeria,Argentina,1.00,2.00,Russia,True,No,Lose,74.20,75.30,83.00,90.70
6/26/2018,Iceland,Croatia,1.00,2.00,Russia,True,No,Lose,70.80,74.00,80.80,79.30
6/27/2018,Korea Republic,Germany,2.00,0.00,Russia,True,No,Win,73.50,74.00,85.80,82.00
6/27/2018,Mexico,Sweden,0.00,3.00,Russia,True,No,Lose,77.80,81.00,78.50,82.00
6/27/2018,Serbia,Brazil,0.00,2.00,Russia,True,No,Lose,80.00,74.70,86.80,87.00
6/27/2018,Switzerland,Costa Rica,2.00,2.00,Russia,True,No,Draw,79.00,75.00,74.50,71.00
6/28/2018,Japan,Poland,0.00,1.00,Russia,True,No,Lose,75.20,76.70,79.20,82.70
6/28/2018,Senegal,Colombia,0.00,1.00,Russia,True,No,Lose,79.50,80.70,78.80,82.00
6/28/2018,Panama,Tunisia,1.00,2.00,Russia,True,No,Lose,68.00,66.00,74.00,71.70
6/28/2018,England,Belgium,0.00,1.00,Russia,True,No,Lose,82.80,83.30,83.50,87.30
6/30/2018,France,Argentina,4.00,3.00,Russia,True,No,Win,84.00,86.30,83.00,90.70
6/30/2018,Uruguay,Portugal,2.00,1.00,Russia,True,No,Win,82.50,85.30,82.00,85.00
7/1/2018,Russia,Spain,1.00,1.00,Russia,False,Yes,Win,78.50,79.70,86.80,84.70
7/1/2018,Croatia,Denmark,1.00,1.00,Russia,True,Yes,Win,80.80,79.30,79.50,77.30
7/2/2018,Brazil,Mexico,2.00,0.00,Russia,True,No,Win,86.80,87.00,77.80,81.00
7/2/2018,Belgium,Japan,3.00,2.00,Russia,True,No,Win,83.50,87.30,75.20,76.70
7/3/2018,Sweden,Switzerland,1.00,0.00,Russia,True,No,Win,78.50,82.00,79.00,75.00
7/3/2018,Colombia,England,1.00,1.00,Russia,True,Yes,Lose,78.80,82.00,82.80,83.30
7/5/2018,Malaysia,Fiji,1.00,0.00,Malaysia,False,No,Win,,,,
7/6/2018,Uruguay,France,0.00,2.00,Russia,True,No,Lose,82.50,85.30,84.00,86.30
7/6/2018,Brazil,Belgium,1.00,2.00,Russia,True,No,Lose,86.80,87.00,83.50,87.30
7/7/2018,Sweden,England,0.00,2.00,Russia,True,No,Lose,78.50,82.00,82.80,83.30
7/7/2018,Russia,Croatia,2.00,2.00,Russia,False,Yes,Lose,78.50,79.70,80.80,79.30
7/10/2018,France,Belgium,1.00,0.00,Russia,True,No,Win,84.00,86.30,83.50,87.30
7/11/2018,Croatia,England,2.00,1.00,Russia,True,No,Win,80.80,79.30,82.80,83.30
7/14/2018,Belgium,England,2.00,0.00,Russia,True,No,Win,83.50,87.30,82.80,83.30
7/15/2018,France,Croatia,4.00,2.00,Russia,True,No,Win,84.00,86.30,80.80,79.30
7/22/2018,Liberia,Sierra Leone,0.00,0.00,Liberia,False,No,Draw,,,,70.00
8/4/2018,Belize,Barbados,1.00,0.00,Belize,False,No,Win,,,,
8/4/2018,Palestine,Iraq,0.00,3.00,Palestine,False,No,Lose,,,,
8/15/2018,Guatemala,Cuba,3.00,0.00,Guatemala,False,No,Win,,,,
8/18/2018,Andorra,United Arab Emirates,0.00,0.00,Austria,True,No,Draw,,,,
8/18/2018,Grenada,Jamaica,1.00,5.00,Grenada,False,No,Lose,,,72.80,68.70
8/18/2018,Guatemala,Cuba,1.00,0.00,Guatemala,False,No,Win,,,,
8/20/2018,Barbados,Jamaica,2.00,2.00,Barbados,False,No,Draw,,,72.80,68.70
8/26/2018,Barbados,Cuba,0.00,0.00,Barbados,False,No,Draw,,,,
8/29/2018,Bangladesh,Sri Lanka,0.00,1.00,Bangladesh,False,No,Lose,,,,
8/29/2018,Barbados,Cuba,0.00,2.00,Barbados,False,No,Lose,,,,
8/29/2018,Macau,Solomon Islands,1.00,4.00,Macau,False,No,Lose,,,,
9/1/2018,Timor-Leste,Brunei Darussalam,3.00,1.00,Malaysia,True,No,Win,,,,
9/2/2018,Ethiopia,Burundi,1.00,1.00,Ethiopia,False,No,Draw,,,,
9/2/2018,Mongolia,Macau,4.00,1.00,Mongolia,False,No,Win,,,,
9/4/2018,Macau,Guam,2.00,0.00,Mongolia,True,No,Win,,,,
9/4/2018,Nepal,Pakistan,1.00,2.00,Bangladesh,True,No,Lose,,,,
9/4/2018,Bangladesh,Bhutan,2.00,0.00,Bangladesh,False,No,Win,,,,
9/5/2018,Fiji,Solomon Islands,1.00,1.00,Fiji,False,No,Draw,,,,
9/5/2018,Slovakia,Denmark,3.00,0.00,Slovakia,False,No,Win,78.50,65.30,79.50,77.30
9/5/2018,India,Sri Lanka,2.00,0.00,Bangladesh,True,No,Win,62.00,63.70,,
9/6/2018,Germany,France,0.00,0.00,Germany,False,No,Draw,86.00,83.70,84.80,83.70
9/6/2018,Czech Republic,Ukraine,1.00,2.00,Czech Republic,False,No,Lose,77.00,75.70,77.00,75.30
9/6/2018,Wales,Republic of Ireland,4.00,1.00,Wales,False,No,Win,76.50,77.70,77.20,72.30
9/6/2018,Norway,Cyprus,2.00,0.00,Norway,False,No,Win,74.50,75.70,67.80,
9/6/2018,Slovenia,Bulgaria,1.00,2.00,Slovenia,False,No,Lose,74.20,76.30,68.20,70.30
9/6/2018,Kazakhstan,Georgia,0.00,2.00,Kazakhstan,False,No,Lose,,,73.20,70.00
9/6/2018,Latvia,Andorra,0.00,0.00,Latvia,False,No,Draw,,,,
9/6/2018,Armenia,Liechtenstein,2.00,1.00,Armenia,False,No,Win,,68.00,,
9/6/2018,Gibraltar,North Macedonia,0.00,2.00,Gibraltar,False,No,Lose,,,,74.30
9/6/2018,Austria,Sweden,2.00,0.00,Austria,False,No,Win,76.00,79.30,78.00,80.70
9/6/2018,Bahrain,Philippines,1.00,1.00,Bahrain,False,No,Draw,,,,
9/6/2018,Jordan,Lebanon,0.00,1.00,Jordan,False,No,Lose,,,,
9/6/2018,Kyrgyz Republic,Palestine,1.00,1.00,Kyrgyz Republic,False,No,Draw,,,,
9/6/2018,Netherlands,Peru,2.00,1.00,Netherlands,False,No,Win,82.00,83.00,73.20,76.30
9/6/2018,Portugal,Croatia,1.00,1.00,Portugal,False,No,Draw,81.80,85.00,81.00,81.70
9/6/2018,Trinidad and Tobago,United Arab Emirates,2.00,0.00,Trinidad and Tobago,False,No,Win,,,,
9/6/2018,Uzbekistan,Syria,1.00,1.00,Uzbekistan,False,No,Draw,,,,
9/6/2018,Mongolia,Guam,1.00,1.00,Mongolia,False,No,Draw,,,,
9/6/2018,Nepal,Bhutan,4.00,0.00,Bangladesh,True,No,Win,,,,
9/6/2018,Bangladesh,Pakistan,1.00,0.00,Bangladesh,False,No,Win,,,,
9/6/2018,Dominica,Suriname,0.00,0.00,Guadeloupe,True,No,Draw,,,,
9/6/2018,Guyana,Barbados,3.00,0.00,Guyana,False,No,Win,,,,
9/7/2018,Italy,Poland,1.00,1.00,Italy,False,No,Draw,85.20,86.00,78.00,82.00
9/7/2018,Turkey,Russia,1.00,2.00,Turkey,False,No,Lose,77.50,79.70,78.50,76.00
9/7/2018,Albania,Israel,1.00,0.00,Albania,False,No,Win,72.80,67.70,,71.70
9/7/2018,Lithuania,Serbia,0.00,1.00,Lithuania,False,No,Lose,,,79.80,75.30
9/7/2018,Romania,Montenegro,0.00,0.00,Romania,False,No,Draw,75.80,74.30,73.80,73.00
9/7/2018,Faroe Islands,Malta,3.00,1.00,Faroe Islands,False,No,Win,,,,
9/7/2018,Azerbaijan,Kosovo,0.00,0.00,Azerbaijan,False,No,Draw,,,67.00,73.30
9/7/2018,Argentina,Guatemala,3.00,0.00,USA,True,No,Win,82.50,90.30,,
9/7/2018,Chinese Taipei,Malaysia,2.00,0.00,Chinese Taipei,False,No,Win,,,,
9/7/2018,Ecuador,Jamaica,2.00,0.00,USA,True,No,Win,74.00,75.70,73.50,68.00
9/7/2018,Korea Republic,Costa Rica,2.00,0.00,Korea Republic,False,No,Win,71.80,74.30,74.50,72.00
9/7/2018,Mexico,Uruguay,1.00,4.00,USA,True,No,Lose,76.00,77.30,83.50,86.70
9/7/2018,Qatar,China PR,1.00,0.00,Qatar,False,No,Win,,,70.20,72.30
9/7/2018,Scotland,Belgium,0.00,4.00,Scotland,False,No,Lose,76.50,73.30,83.80,88.30
9/7/2018,Singapore,Mauritius,1.00,1.00,Singapore,False,No,Draw,,,,
9/7/2018,USA,Brazil,0.00,2.00,USA,False,No,Lose,76.20,76.30,87.00,88.70
9/7/2018,Venezuela,Colombia,1.00,2.00,USA,True,No,Lose,74.20,77.30,80.20,82.30
9/7/2018,Maldives,Sri Lanka,0.00,0.00,Bangladesh,True,No,Draw,,,,
9/7/2018,Antigua and Barbuda,St. Lucia,0.00,3.00,Antigua and Barbuda,False,No,Lose,,,,
9/7/2018,Belize,Bahamas,4.00,0.00,Belize,False,No,Win,,,,
9/8/2018,Switzerland,Iceland,6.00,0.00,Switzerland,False,No,Win,78.80,74.30,72.80,72.70
9/8/2018,England,Spain,1.00,2.00,England,False,No,Lose,82.50,85.30,87.80,86.30
9/8/2018,Northern Ireland,Bosnia and Herzegovina,1.00,2.00,Northern Ireland,False,No,Lose,73.20,70.70,76.20,78.70
9/8/2018,Finland,Hungary,1.00,0.00,Finland,False,No,Win,72.20,71.30,71.50,75.70
9/8/2018,Estonia,Greece,0.00,1.00,Estonia,False,No,Lose,69.00,,81.00,73.30
9/8/2018,Belarus,San Marino,5.00,0.00,Belarus,False,No,Win,,,,
9/8/2018,Luxembourg,Moldova,4.00,0.00,Luxembourg,False,No,Win,68.20,,,
9/8/2018,Brunei Darussalam,Timor-Leste,1.00,0.00,Brunei Darussalam,False,No,Win,,,,
9/8/2018,Equatorial Guinea,Sudan,1.00,0.00,Equatorial Guinea,False,No,Win,,,,
9/8/2018,Comoros,Cameroon,1.00,1.00,Comoros,False,No,Draw,,,77.20,79.00
9/8/2018,Gabon,Burundi,1.00,1.00,Gabon,False,No,Draw,66.80,69.00,,
9/8/2018,Gambia,Algeria,1.00,1.00,Gambia,False,No,Draw,69.80,69.00,77.20,80.00
9/8/2018,South Africa,Libya,0.00,0.00,South Africa,False,No,Draw,72.80,74.00,,
9/8/2018,Mauritania,Burkina Faso,2.00,0.00,Mauritania,False,No,Win,63.50,,69.00,73.00
9/8/2018,Egypt,Niger,6.00,0.00,Egypt,False,No,Win,72.00,72.30,,
9/8/2018,Namibia,Zambia,1.00,1.00,Namibia,False,No,Draw,,,,66.00
9/8/2018,Uganda,Tanzania,0.00,0.00,Uganda,False,No,Draw,,,,
9/8/2018,Pakistan,Bhutan,3.00,0.00,Bangladesh,True,No,Win,,,,
9/8/2018,Bangladesh,Nepal,0.00,2.00,Bangladesh,False,No,Lose,,,,
9/8/2018,St. Vincent and the Grenadines,Nicaragua,0.00,2.00,St. Vincent and the Grenadines,False,No,Lose,,,,
9/8/2018,Cuba,Turks and Caicos Islands,11.00,0.00,Cuba,False,No,Win,,,,
9/8/2018,Montserrat,El Salvador,1.00,2.00,Montserrat,False,No,Lose,,,,
9/9/2018,France,Netherlands,2.00,1.00,France,False,No,Win,84.80,83.70,82.00,83.00
9/9/2018,Ukraine,Slovakia,1.00,0.00,Ukraine,False,No,Win,77.00,75.30,78.50,65.30
9/9/2018,Denmark,Wales,2.00,0.00,Denmark,False,No,Win,79.50,77.30,76.50,77.70
9/9/2018,Bulgaria,Norway,1.00,0.00,Bulgaria,False,No,Win,68.20,70.30,74.50,75.70
9/9/2018,Cyprus,Slovenia,2.00,1.00,Cyprus,False,No,Win,67.80,,74.20,76.30
9/9/2018,Georgia,Latvia,1.00,0.00,Georgia,False,No,Win,73.20,70.00,,
9/9/2018,North Macedonia,Armenia,2.00,0.00,North Macedonia,False,No,Win,,74.30,,68.00
9/9/2018,Liechtenstein,Gibraltar,2.00,0.00,Liechtenstein,False,No,Win,,,,
9/9/2018,Germany,Peru,2.00,1.00,Germany,False,No,Win,86.00,83.70,73.20,76.30
9/9/2018,Lebanon,Oman,0.00,0.00,Jordan,True,No,Draw,,,,
9/9/2018,Congo,Zimbabwe,1.00,1.00,Congo,False,No,Draw,67.00,67.30,,72.30
9/9/2018,Rwanda,C̫te d'Ivoire,1.00,2.00,Rwanda,False,No,Lose,,,78.20,78.70
9/9/2018,India,Maldives,2.00,0.00,Bangladesh,True,No,Win,62.00,63.70,,
9/9/2018,US Virgin Islands,Canada,0.00,8.00,USA,True,No,Lose,,,66.50,70.70
9/9/2018,Aruba,Bermuda,3.00,1.00,Netherlands Antilles,True,No,Win,,,,
9/9/2018,Jamaica,Cayman Islands,4.00,0.00,Jamaica,False,No,Win,73.50,68.00,,
9/9/2018,St. Kitts and Nevis,Puerto Rico,1.00,0.00,St. Kitts and Nevis,False,No,Win,,,,
9/10/2018,Portugal,Italy,1.00,0.00,Portugal,False,No,Win,81.80,85.00,85.20,86.00
9/10/2018,Sweden,Turkey,2.00,3.00,Sweden,False,No,Lose,78.00,80.70,77.50,79.70
9/10/2018,Scotland,Albania,2.00,0.00,Scotland,False,No,Win,76.50,73.30,72.80,67.70
9/10/2018,Montenegro,Lithuania,2.00,0.00,Montenegro,False,No,Win,73.80,73.00,,
9/10/2018,Serbia,Romania,2.00,2.00,Serbia,False,No,Draw,79.80,75.30,75.80,74.30
9/10/2018,Andorra,Kazakhstan,1.00,1.00,Andorra,False,No,Draw,,,,
9/10/2018,Kosovo,Faroe Islands,2.00,0.00,Kosovo,False,No,Win,67.00,73.30,,
9/10/2018,Malta,Azerbaijan,1.00,1.00,Malta,False,No,Draw,,,,
9/10/2018,Bahrain,China PR,0.00,0.00,Bahrain,False,No,Draw,,,70.20,72.30
9/10/2018,Cambodia,Malaysia,1.00,3.00,Cambodia,False,No,Lose,,,,
9/10/2018,Kuwait,Iraq,2.00,2.00,Kuwait,False,No,Draw,,,,
9/10/2018,Kyrgyz Republic,Syria,2.00,1.00,Kyrgyz Republic,False,No,Win,,,,
9/10/2018,Russia,Czech Republic,5.00,1.00,Russia,False,No,Win,78.50,76.00,77.00,75.70
9/10/2018,Saudi Arabia,Bolivia,2.00,2.00,Saudi Arabia,False,No,Draw,72.00,68.70,68.00,67.30
9/10/2018,Cura̤ao,Grenada,10.00,0.00,Cura̤ao,False,No,Win,,67.00,,
9/11/2018,Iceland,Belgium,0.00,3.00,Iceland,False,No,Lose,72.80,72.70,83.80,88.30
9/11/2018,Spain,Croatia,6.00,0.00,Spain,False,No,Win,87.80,86.30,81.00,81.70
9/11/2018,Bosnia and Herzegovina,Austria,1.00,0.00,Bosnia and Herzegovina,False,No,Win,76.20,78.70,76.00,79.30
9/11/2018,Hungary,Greece,2.00,1.00,Hungary,False,No,Win,71.50,75.70,81.00,73.30
9/11/2018,Finland,Estonia,1.00,0.00,Finland,False,No,Win,72.20,71.30,69.00,
9/11/2018,San Marino,Luxembourg,0.00,3.00,San Marino,False,No,Lose,,,68.20,
9/11/2018,Moldova,Belarus,0.00,0.00,Moldova,False,No,Draw,,,,
9/11/2018,Colombia,Argentina,0.00,0.00,USA,True,No,Draw,80.20,82.30,82.50,90.30
9/11/2018,Ecuador,Guatemala,2.00,0.00,USA,True,No,Win,74.00,75.70,,
9/11/2018,England,Switzerland,1.00,0.00,England,False,No,Win,82.50,85.30,78.80,74.30
9/11/2018,Gabon,Zambia,0.00,1.00,Gabon,False,No,Lose,66.80,69.00,,66.00
9/11/2018,Indonesia,Mauritius,1.00,0.00,Indonesia,False,No,Win,,,,
9/11/2018,Japan,Costa Rica,3.00,0.00,Japan,False,No,Win,76.00,76.30,74.50,72.00
9/11/2018,Jordan,Oman,0.00,0.00,Jordan,False,No,Draw,,,,
9/11/2018,Kenya,Malawi,1.00,0.00,Kenya,False,No,Win,,61.70,,
9/11/2018,Korea Republic,Chile,0.00,0.00,Korea Republic,False,No,Draw,71.80,74.30,74.50,80.00
9/11/2018,Laos,United Arab Emirates,0.00,3.00,Laos,False,No,Lose,,,,
9/11/2018,Liberia,Nigeria,1.00,2.00,Liberia,False,No,Lose,,,74.80,76.30
9/11/2018,Northern Ireland,Israel,3.00,0.00,Northern Ireland,False,No,Win,73.20,70.70,,71.70
9/11/2018,Panama,Venezuela,0.00,2.00,Panama,False,No,Lose,69.80,67.30,74.20,77.30
9/11/2018,Poland,Republic of Ireland,1.00,1.00,Poland,False,No,Draw,78.00,82.00,77.20,72.30
9/11/2018,Qatar,Palestine,3.00,0.00,Qatar,False,No,Win,,,,
9/11/2018,Singapore,Fiji,2.00,0.00,Singapore,False,No,Win,,,,
9/11/2018,USA,Mexico,1.00,0.00,USA,False,No,Win,76.20,76.30,76.00,77.30
9/11/2018,Uzbekistan,IR Iran,0.00,1.00,Uzbekistan,False,No,Lose,,,69.00,73.30
9/12/2018,Brazil,El Salvador,5.00,0.00,USA,True,No,Win,87.00,88.70,,
9/12/2018,India,Pakistan,3.00,1.00,Bangladesh,True,No,Win,62.00,63.70,,
9/12/2018,Nepal,Maldives,0.00,3.00,Bangladesh,True,No,Lose,,,,
9/15/2018,Maldives,India,2.00,1.00,Bangladesh,True,No,Win,,,62.00,63.70
9/30/2018,Botswana,Namibia,1.00,0.00,Botswana,False,No,Win,,,,
9/30/2018,St. Vincent and the Grenadines,Barbados,1.00,1.00,St. Vincent and the Grenadines,False,No,Draw,,,,
10/10/2018,Albania,Jordan,0.00,0.00,Albania,False,No,Draw,72.80,67.70,,
10/10/2018,Indonesia,Myanmar,3.00,0.00,Indonesia,False,No,Win,,,,
10/10/2018,Italy,Ukraine,1.00,1.00,Italy,False,No,Draw,85.20,86.00,77.00,75.30
10/10/2018,Ethiopia,Kenya,0.00,0.00,Ethiopia,False,No,Draw,,,,61.70
10/10/2018,Zambia,Guinea-Bissau,2.00,1.00,Zambia,False,No,Win,,66.00,,71.30
10/11/2018,Poland,Portugal,2.00,3.00,Poland,False,No,Lose,78.00,82.00,81.80,85.00
10/11/2018,Russia,Sweden,0.00,0.00,Russia,False,No,Draw,78.50,76.00,78.00,80.70
10/11/2018,Israel,Scotland,2.00,1.00,Israel,False,No,Win,,71.70,76.50,73.30
10/11/2018,Montenegro,Serbia,0.00,2.00,Montenegro,False,No,Lose,73.80,73.00,79.80,75.30
10/11/2018,Lithuania,Romania,1.00,2.00,Lithuania,False,No,Lose,,,75.80,74.30
10/11/2018,Faroe Islands,Azerbaijan,0.00,3.00,Faroe Islands,False,No,Lose,,,,
10/11/2018,Kosovo,Malta,3.00,1.00,Kosovo,False,No,Win,67.00,73.30,,
10/11/2018,Argentina,Iraq,4.00,0.00,Saudi Arabia,True,No,Win,82.50,90.30,,
10/11/2018,Bahrain,Syria,0.00,1.00,Bahrain,False,No,Lose,,,,
10/11/2018,France,Iceland,2.00,2.00,France,False,No,Draw,84.80,83.70,72.80,72.70
10/11/2018,Honduras,United Arab Emirates,1.00,1.00,Spain,True,No,Draw,69.20,71.30,,
10/11/2018,Hong Kong,Thailand,0.00,1.00,Hong Kong,False,No,Lose,,,,
10/11/2018,Kuwait,Lebanon,1.00,0.00,Kuwait,False,No,Win,,,,
10/11/2018,Mexico,Costa Rica,3.00,2.00,Mexico,False,No,Win,76.00,77.30,74.50,72.00
10/11/2018,Turkey,Bosnia and Herzegovina,0.00,0.00,Turkey,False,No,Draw,77.50,79.70,76.20,78.70
10/11/2018,USA,Colombia,2.00,4.00,USA,False,No,Lose,76.20,76.30,80.20,82.30
10/11/2018,Wales,Spain,1.00,4.00,Wales,False,No,Lose,76.50,77.70,87.80,86.30
10/11/2018,Congo,Liberia,3.00,1.00,Congo,False,No,Win,67.00,67.30,,
10/12/2018,Belgium,Switzerland,2.00,1.00,Belgium,False,No,Win,83.80,88.30,78.80,74.30
10/12/2018,Croatia,England,0.00,0.00,Croatia,False,No,Draw,81.00,81.70,82.50,85.30
10/12/2018,Austria,Northern Ireland,1.00,0.00,Austria,False,No,Win,76.00,79.30,73.20,70.70
10/12/2018,Estonia,Finland,0.00,1.00,Estonia,False,No,Lose,69.00,,72.20,71.30
10/12/2018,Greece,Hungary,1.00,0.00,Greece,False,No,Win,81.00,73.30,71.50,75.70
10/12/2018,Belarus,Luxembourg,1.00,0.00,Belarus,False,No,Win,,,68.20,
10/12/2018,Moldova,San Marino,2.00,0.00,Moldova,False,No,Win,,,,
10/12/2018,Cambodia,Timor-Leste,2.00,2.00,Cambodia,False,No,Draw,,,,
10/12/2018,Japan,Panama,3.00,0.00,Japan,False,No,Win,76.00,76.30,69.80,67.30
10/12/2018,Korea Republic,Uruguay,2.00,1.00,Korea Republic,False,No,Win,71.80,74.30,83.50,86.70
10/12/2018,Peru,Chile,3.00,0.00,USA,True,No,Win,73.20,76.30,74.50,80.00
10/12/2018,Qatar,Ecuador,4.00,3.00,Qatar,False,No,Win,,,74.00,75.70
10/12/2018,Saudi Arabia,Brazil,0.00,2.00,Saudi Arabia,False,No,Lose,72.00,68.70,87.00,88.70
10/12/2018,Singapore,Mongolia,2.00,0.00,Singapore,False,No,Win,,,,
10/12/2018,Sri Lanka,Malaysia,1.00,4.00,Sri Lanka,False,No,Lose,,,,
10/12/2018,Cameroon,Malawi,1.00,0.00,Cameroon,False,No,Win,77.20,79.00,,
10/12/2018,Gabon,South Sudan,3.00,0.00,Gabon,False,No,Win,66.80,69.00,,
10/12/2018,Togo,Gambia,1.00,1.00,Togo,False,No,Draw,,72.30,69.80,69.00
10/12/2018,C̫te d'Ivoire,Central African Republic,4.00,0.00,C̫te d'Ivoire,False,No,Win,78.20,78.70,,
10/12/2018,Angola,Mauritania,4.00,1.00,Angola,False,No,Win,71.80,62.70,63.50,
10/12/2018,Egypt,Eswatini,4.00,1.00,Egypt,False,No,Win,72.00,72.30,,
10/12/2018,Cabo Verde,Tanzania,3.00,0.00,Cabo Verde,False,No,Win,71.50,77.00,,
10/12/2018,US Virgin Islands,Cura̤ao,0.00,5.00,USA,True,No,Lose,,,,67.00
10/12/2018,Bahamas,Antigua and Barbuda,0.00,6.00,Bahamas,False,No,Lose,,,,
10/12/2018,Dominican Republic,Cayman Islands,3.00,0.00,Dominican Republic,False,No,Win,,,,
10/12/2018,Grenada,Cuba,0.00,2.00,Grenada,False,No,Lose,,,,
10/13/2018,Netherlands,Germany,3.00,0.00,Netherlands,False,No,Win,82.00,83.00,86.00,83.70
10/13/2018,Slovakia,Czech Republic,1.00,2.00,Slovakia,False,No,Lose,78.50,65.30,77.00,75.70
10/13/2018,Republic of Ireland,Denmark,0.00,0.00,Republic of Ireland,False,No,Draw,77.20,72.30,79.50,77.30
10/13/2018,Norway,Slovenia,1.00,0.00,Norway,False,No,Win,74.50,75.70,74.20,76.30
10/13/2018,Bulgaria,Cyprus,2.00,1.00,Bulgaria,False,No,Win,68.20,70.30,67.80,
10/13/2018,Latvia,Kazakhstan,1.00,1.00,Latvia,False,No,Draw,,,,
10/13/2018,Georgia,Andorra,3.00,0.00,Georgia,False,No,Win,73.20,70.00,,
10/13/2018,Armenia,Gibraltar,0.00,1.00,Armenia,False,No,Lose,,68.00,,
10/13/2018,North Macedonia,Liechtenstein,4.00,1.00,North Macedonia,False,No,Win,,74.30,,
10/13/2018,China PR,India,0.00,0.00,China PR,False,No,Draw,70.20,72.30,62.00,63.70
10/13/2018,Myanmar,Bolivia,0.00,3.00,Myanmar,False,No,Lose,,,68.00,67.30
10/13/2018,Oman,Philippines,1.00,1.00,Qatar,True,No,Draw,,,,
10/13/2018,Uzbekistan,Korea DPR,2.00,0.00,Uzbekistan,False,No,Win,,,,68.00
10/13/2018,Equatorial Guinea,Madagascar,0.00,1.00,Equatorial Guinea,False,No,Lose,,,,
10/13/2018,Nigeria,Libya,4.00,0.00,Nigeria,False,No,Win,74.80,76.30,,
10/13/2018,Turks and Caicos Islands,Guyana,0.00,8.00,Turks and Caicos Islands,False,No,Lose,,,,
10/13/2018,Suriname,British Virgin Islands,5.00,0.00,Suriname,False,No,Win,,,,
10/13/2018,El Salvador,Barbados,3.00,0.00,El Salvador,False,No,Win,,,,
10/14/2018,Poland,Italy,0.00,1.00,Poland,False,No,Lose,78.00,82.00,85.20,86.00
10/14/2018,Russia,Turkey,2.00,0.00,Russia,False,No,Win,78.50,76.00,77.50,79.70
10/14/2018,Israel,Albania,2.00,0.00,Israel,False,No,Win,,71.70,72.80,67.70
10/14/2018,Romania,Serbia,0.00,0.00,Romania,False,No,Draw,75.80,74.30,79.80,75.30
10/14/2018,Lithuania,Montenegro,1.00,4.00,Lithuania,False,No,Lose,,,73.80,73.00
10/14/2018,Faroe Islands,Kosovo,1.00,1.00,Faroe Islands,False,No,Draw,,,67.00,73.30
10/14/2018,Azerbaijan,Malta,1.00,1.00,Azerbaijan,False,No,Draw,,,,
10/14/2018,Scotland,Portugal,1.00,3.00,Scotland,False,No,Lose,76.50,73.30,81.80,85.00
10/14/2018,Thailand,Trinidad and Tobago,1.00,0.00,Thailand,False,No,Win,,,,
10/14/2018,Guinea-Bissau,Zambia,2.00,1.00,Guinea-Bissau,False,No,Win,,71.30,,66.00
10/14/2018,Montserrat,Belize,1.00,0.00,Montserrat,False,No,Win,,,,
10/14/2018,Nicaragua,Anguilla,6.00,0.00,Costa Rica,True,No,Win,,,,
10/15/2018,Iceland,Switzerland,1.00,2.00,Iceland,False,No,Lose,72.80,72.70,78.80,74.30
10/15/2018,Spain,England,2.00,3.00,Spain,False,No,Lose,87.80,86.30,82.50,85.30
10/15/2018,Bosnia and Herzegovina,Northern Ireland,2.00,0.00,Bosnia and Herzegovina,False,No,Win,76.20,78.70,73.20,70.70
10/15/2018,Estonia,Hungary,3.00,3.00,Estonia,False,No,Draw,69.00,,71.50,75.70
10/15/2018,Finland,Greece,2.00,0.00,Finland,False,No,Win,72.20,71.30,81.00,73.30
10/15/2018,Luxembourg,San Marino,3.00,0.00,Luxembourg,False,No,Win,68.20,,,
10/15/2018,Belarus,Moldova,0.00,0.00,Belarus,False,No,Draw,,,,
10/15/2018,Croatia,Jordan,2.00,1.00,Croatia,False,No,Win,81.00,81.70,,
10/15/2018,Kuwait,Australia,0.00,4.00,Kuwait,False,No,Lose,,,73.20,69.70
